Course_Name,School_Level,Course_Level,Modality,Instructor,Time,RecordedDate,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q23_1,Q23_2,Q23_3,Q17_Gender,Q18_Politics,Q19_PatronSBUX,Q20_PatronCompetition
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,609,5/9/2019 9:22,3,3,4,5,3,6,2,5,4,6,5,3,3,6,3,5,6,6,3,3,4,3,3,3,2,3,1,2,5,5,5,3,4,4,1,2,2,2,2,2,2,2,2,3,2,2,3,5,3,5,3,3,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,553,5/9/2019 9:22,3,4,2,2,4,2,5,3,2,4,3,3,3,1,1,3,1,1,1,1,1,1,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,7,2,2,2,2,2,2,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,630,5/9/2019 9:22,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,3,2,2,3,1,1,1,1,1,1,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,644,5/9/2019 9:23,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,3,2,1,1,1,2,1,2,2,3,2,1,1,2,3,3,4,4,4,1,1,2,1,1,2,2,1,4,3,1,3,2,1,1,1,1,1,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,578,5/9/2019 9:24,3,3,3,3,3,3,3,2,2,4,4,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,3,4,3,2,3,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,474,5/9/2019 9:24,3,4,3,4,3,4,2,2,2,5,5,5,2,4,3,4,3,3,2,2,2,2,2,2,2,1,1,1,3,5,6,7,7,6,2,2,4,1,1,1,1,1,3,4,2,3,2,2,1,2,2,2,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,765,5/9/2019 9:25,2,1,2,2,1,1,2,1,1,4,3,3,1,2,2,3,2,3,1,1,2,1,2,2,1,2,2,3,2,4,3,4,4,3,2,1,3,2,2,2,3,2,4,4,3,2,2,2,1,1,2,2,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,740,5/9/2019 9:25,3,2,3,1,2,1,1,1,2,4,4,3,1,2,2,4,2,3,1,2,1,1,2,2,2,2,5,1,4,4,4,2,4,4,1,2,4,2,2,4,3,2,4,4,3,6,4,2,2,2,2,2,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,471,5/9/2019 9:29,1,1,2,3,1,4,1,2,2,7,7,4,1,2,2,3,3,4,1,1,1,1,4,1,7,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,6,2,3,6,2,2,2,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,826,5/9/2019 9:29,1,1,1,2,3,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,1131,5/9/2019 9:30,5,5,3,7,5,7,2,3,3,2,2,2,3,7,7,3,7,6,6,6,6,6,7,7,1,3,3,1,2,3,3,3,4,4,1,2,7,2,3,6,3,1,1,2,3,7,3,4,3,3,3,6,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,364,5/9/2019 9:33,6,6,1,5,4,7,1,4,4,3,3,3,3,2,2,3,4,4,3,4,4,4,4,4,6,3,4,1,4,4,4,4,4,4,2,2,6,2,2,2,2,3,2,5,3,3,3,6,6,6,3,3,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,299,5/9/2019 9:40,3,2,4,3,4,3,4,3,4,5,5,6,4,6,6,6,4,4,3,3,3,3,4,4,5,5,5,5,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,4,3,5,3,4,4,4,3,4,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,1098,5/9/2019 9:45,2,3,1,4,3,3,4,2,6,5,6,5,3,4,4,3,4,5,2,3,4,4,3,3,3,2,1,2,3,4,5,1,3,1,1,2,3,3,2,1,4,3,4,5,3,3,3,3,5,3,5,1,,,,
ACCT 3021_TR11_Sp19,UG,Intermediate,C,FK,52,5/10/2019 9:23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,
ACCT 1101_Sp19,UG,Beginning,C,RR,203,5/9/2019 8:48,2,2,1,1,1,2,2,3,2,3,3,2,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,5,2,2,2,2,2,2,,,,
ACCT 1101_Sp19,UG,Beginning,C,RR,586,5/9/2019 12:51,2,2,1,1,3,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,3,4,2,4,4,5,2,3,4,3,3,3,2,1,6,4,1,5,3,2,2,2,3,1,,,,
ACCT 1101_Sp19,UG,Beginning,C,RR,201,5/9/2019 13:13,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,
ACCT 1101_Sp19,UG,Beginning,C,RR,719,5/10/2019 9:23,3,3,3,2,3,3,3,3,3,4,4,3,3,3,2,3,3,4,1,2,2,1,3,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,2,4,3,3,4,3,2,3,2,2,2,,,,
ACCT 1101_Sp19,UG,Beginning,C,RR,243,5/10/2019 15:14,4,3,2,4,4,3,4,4,3,5,6,4,4,5,4,5,5,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,,,
ACCT 1101_Sp19,UG,Beginning,C,RR,141,5/10/2019 19:58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
