Course_Name,School_Level,Course_Level,Modality,Time,RecordedDate,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q23_1,Q23_2,Q23_3,Q7_Gender,Q18_Politics
ACCT 1101_Sp19,UG,Beginning,C,535,5/12/2019 20:33,2,2,2,1,2,2,2,3,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,,
ACCT 1101_Sp19,UG,Beginning,C,228,5/12/2019 20:40,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,3,3,1,5,1,1,1,1,1,1,,
ACCT 1101_Sp19,UG,Beginning,C,556,5/13/2019 9:50,3,4,2,6,2,4,3,3,3,6,6,6,3,6,4,6,6,6,2,3,5,5,3,4,2,6,2,3,2,3,4,4,4,3,3,2,2,2,2,2,2,2,3,2,3,5,2,3,2,3,2,2,,
ACCT 1101_Sp19,UG,Beginning,C,2613,5/13/2019 10:18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
ACCT 1101_Sp19,UG,Beginning,C,260,5/13/2019 20:15,3,3,3,4,4,4,3,4,3,5,5,5,3,5,5,5,2,4,2,2,2,2,3,3,3,3,3,3,2,5,5,3,3,3,2,2,2,2,2,2,2,2,4,2,3,5,3,3,3,2,2,2,,
ACCT 1101_Sp19,UG,Beginning,C,1681,5/13/2019 21:00,5,2,6,2,3,1,3,2,2,3,1,1,2,2,1,1,2,3,3,2,2,3,2,3,2,2,1,3,1,2,2,1,1,1,1,2,2,1,1,1,2,2,3,3,3,2,2,2,1,2,3,3,,
ACCT 1101_Sp19,UG,Beginning,C,315,5/14/2019 12:09,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,3,3,2,2,3,,
ACCT 1101_Sp19,UG,Beginning,C,379,5/14/2019 17:06,3,2,3,2,2,2,3,2,2,2,1,1,2,1,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,,
ACCT 1101_Sp19,UG,Beginning,C,244,5/14/2019 20:11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,
ACCT 1101_Sp19,UG,Beginning,C,661,5/15/2019 16:15,3,2,3,1,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,2,2,2,3,1,2,1,2,1,3,2,1,3,3,1,2,3,2,2,2,2,1,2,2,2,5,2,2,2,2,1,1,,
ACCT 1101_Sp19,UG,Beginning,C,200,5/15/2019 20:04,2,3,4,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
ACCT 1101_Sp19,UG,Beginning,C,116,5/15/2019 22:17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,,
ACCT 1101_Sp19,UG,Beginning,C,393,5/16/2019 10:33,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,,
ACCT 1101_Sp19,UG,Beginning,C,343,5/16/2019 19:23,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
ACCT 1101_Sp19,UG,Beginning,C,526,5/17/2019 9:30,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,,
ACCT 1101_Sp19,UG,Beginning,C,246,5/17/2019 16:51,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,
ACCT 1101_Sp19,UG,Beginning,C,678,5/18/2019 21:25,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,4,4,3,3,3,3,2,2,2,5,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,7,2,4,5,2,3,3,3,3,3,,
ACCT 1101_Sp19,UG,Beginning,C,28398,5/19/2019 21:08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,
ACCT 1101_Sp19,UG,Beginning,C,523,5/21/2019 21:33,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,1,1,1,3,,
ACCT 1101HD10_Sp19,UG,Beginning,C,403,5/9/2019 12:55,3,2,3,2,3,4,2,3,1,1,1,1,2,1,1,1,2,4,2,1,1,2,2,1,1,2,3,1,2,3,2,2,2,2,3,3,2,2,2,3,3,4,6,3,1,5,1,2,1,2,2,2,,
ACCT 1101HD10_Sp19,UG,Beginning,C,397,5/9/2019 12:55,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,258,5/9/2019 12:56,2,3,3,3,2,3,3,2,2,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,4,3,3,3,3,2,3,3,3,4,3,2,2,2,2,2,,
ACCT 1101HD10_Sp19,UG,Beginning,C,317,5/9/2019 12:56,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,5,5,1,2,2,2,2,2,2,2,5,3,2,6,2,2,2,2,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,390,5/9/2019 12:57,3,2,1,1,3,1,1,2,3,1,1,1,1,1,1,1,2,4,1,3,2,1,2,2,1,1,1,1,1,4,4,1,3,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,525,5/9/2019 12:57,1,1,2,1,3,3,3,3,4,5,5,4,2,2,3,4,1,2,3,2,2,3,1,2,1,2,2,1,4,3,4,2,3,3,1,1,3,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,,
ACCT 1101HD10_Sp19,UG,Beginning,C,520,5/9/2019 12:57,1,2,1,3,1,2,1,3,3,1,2,1,1,1,2,2,3,2,1,1,1,2,1,2,1,3,1,1,2,3,3,4,4,4,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,484,5/9/2019 12:58,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,1,2,2,2,1,2,2,5,2,2,3,2,2,2,3,2,2,3,3,3,,
ACCT 1101HD10_Sp19,UG,Beginning,C,1669,5/9/2019 12:59,2,2,2,1,1,1,2,3,3,3,1,2,2,6,3,3,2,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,3,2,3,2,1,4,3,3,7,2,2,3,2,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,562,5/9/2019 13:00,2,2,3,3,2,4,2,2,2,6,6,6,2,4,4,6,2,4,2,2,2,3,3,3,2,2,2,3,2,2,3,2,3,2,1,1,1,2,2,2,2,2,2,2,2,4,2,3,4,2,2,3,,
ACCT 1101HD10_Sp19,UG,Beginning,C,633,5/9/2019 13:00,1,1,1,1,2,2,2,1,1,3,3,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,4,5,5,5,5,5,2,3,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,,
ACCT 1101HD10_Sp19,UG,Beginning,C,726,5/9/2019 13:01,3,3,2,2,2,4,2,2,2,1,1,1,2,2,3,2,4,6,3,5,4,2,1,2,1,2,6,4,2,2,2,2,6,5,3,2,6,6,3,2,2,4,6,3,2,6,3,3,1,2,2,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,1183,5/9/2019 13:08,3,2,3,4,3,4,3,3,2,5,4,4,2,5,4,5,4,3,2,4,4,2,4,3,2,3,2,3,2,4,4,2,2,5,1,2,4,2,2,2,2,3,4,4,4,6,4,3,2,2,2,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,411,5/9/2019 16:26,2,1,2,4,5,3,2,5,2,4,4,4,5,3,3,4,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,5,5,2,2,2,5,4,2,2,4,2,3,2,1,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,757,5/9/2019 17:24,2,1,2,3,1,1,2,2,1,3,2,2,1,3,1,3,1,4,1,1,2,2,3,1,1,1,3,2,1,2,1,1,1,3,1,3,1,1,1,1,2,5,3,2,3,6,2,2,1,1,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,759,5/9/2019 17:25,3,1,5,1,3,6,2,2,1,6,6,5,2,6,6,6,2,3,2,1,1,1,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,5,2,2,2,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,110,5/11/2019 0:33,3,2,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,,
ACCT 1101HD10_Sp19,UG,Beginning,C,2652,5/11/2019 10:40,2,2,2,1,1,1,1,2,2,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,,
ACCT 1101HD10_Sp19,UG,Beginning,C,267,5/16/2019 15:23,2,3,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,5,5,5,6,6,6,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,2,2,2,,
BU 3502 Sp_19,UG,Intermediate,C,139,5/8/2019 13:44,3,2,2,2,2,2,3,5,3,5,5,5,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,,
BU 3502 Sp_19,UG,Intermediate,C,195,5/8/2019 14:05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,1,2,1,2,1,3,4,3,5,4,4,4,2,3,2,3,4,3,2,4,3,3,4,6,2,2,2,2,2,2,,
BU 3502 Sp_19,UG,Intermediate,C,364,5/8/2019 14:07,3,2,3,1,2,4,2,2,2,1,1,1,3,1,1,1,2,5,2,2,2,2,2,2,1,3,1,4,2,5,5,5,5,6,1,1,6,1,2,2,1,3,5,1,2,6,6,4,2,2,1,2,,
BU 3502 Sp_19,UG,Intermediate,C,459,5/8/2019 14:08,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,1,1,3,2,3,2,2,3,2,2,2,2,1,2,1,1,2,2,,
BU 3502 Sp_19,UG,Intermediate,C,501,5/8/2019 14:08,3,3,3,4,3,2,2,4,3,5,4,4,3,2,3,3,3,3,3,2,2,3,2,2,3,2,4,2,2,3,3,2,2,2,3,5,6,2,6,2,3,3,2,3,4,5,3,4,3,3,3,2,,
BU 3502 Sp_19,UG,Intermediate,C,510,5/8/2019 14:09,3,6,3,2,4,2,5,2,7,6,6,6,4,7,7,6,4,6,6,4,4,5,7,7,6,3,4,6,4,4,4,6,6,7,2,7,4,3,4,4,4,4,3,5,3,4,3,4,6,4,3,2,,
BU 3502 Sp_19,UG,Intermediate,C,464,5/8/2019 14:09,4,1,3,1,2,1,1,4,2,2,3,2,1,1,1,1,2,2,1,2,1,1,4,2,1,2,2,2,1,1,1,1,1,1,1,2,4,1,1,3,4,4,4,4,2,4,2,1,1,1,1,1,,
BU 3502 Sp_19,UG,Intermediate,C,339,5/8/2019 14:09,1,1,3,4,1,2,2,1,3,3,3,3,1,4,1,4,1,1,1,2,1,3,6,1,3,1,5,3,2,3,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,
BU 3502 Sp_19,UG,Intermediate,C,497,5/8/2019 14:11,1,2,3,1,2,2,1,2,2,4,3,3,2,3,3,4,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,1,,
BU 3502 Sp_19,UG,Intermediate,C,638,5/8/2019 14:11,3,2,4,5,3,3,3,3,2,5,6,6,4,6,5,6,4,3,3,4,4,2,2,4,3,2,1,3,7,7,6,7,7,6,2,1,3,4,3,4,4,2,2,3,3,6,3,3,2,3,2,2,,
BU 3502 Sp_19,UG,Intermediate,C,716,5/8/2019 14:11,2,4,4,2,2,3,2,2,3,2,2,2,3,1,3,2,3,4,3,3,3,3,4,2,1,3,4,3,1,3,4,4,2,2,1,1,4,4,4,4,3,4,5,5,3,5,3,4,4,3,2,2,,
BU 3502 Sp_19,UG,Intermediate,C,460,5/8/2019 14:14,1,3,1,3,2,4,1,2,2,3,3,3,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,4,4,4,4,4,4,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,,
BU 3502 Sp_19,UG,Intermediate,C,759,5/8/2019 14:16,3,3,3,3,2,3,2,3,3,4,4,3,3,6,5,5,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,5,3,3,2,2,3,2,3,2,2,3,2,3,2,3,3,3,2,2,2,2,,
BUS 640 Su_19,G,Intermediate,O,560,7/17/2019 18:08,2,2,2,1,1,2,1,2,2,4,4,3,2,2,2,3,2,3,1,2,2,1,2,2,3,2,1,2,5,5,5,5,5,5,1,1,2,2,1,1,1,2,3,3,2,5,2,2,2,2,1,1,,
BUS 640 Su_19,G,Intermediate,O,451,7/17/2019 18:17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,5,1,1,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,821,7/17/2019 18:19,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,1,1,1,1,1,1,1,1,5,5,2,5,2,1,2,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,283,7/17/2019 18:20,2,3,1,1,2,3,1,2,1,4,3,2,1,2,1,2,4,2,4,3,3,1,1,4,1,1,2,4,2,2,1,1,1,3,2,1,2,1,3,3,2,1,4,3,1,2,1,1,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,489,7/17/2019 19:08,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,3,2,2,2,1,1,1,1,1,2,2,2,3,3,3,2,2,1,1,,
BUS 640 Su_19,G,Intermediate,O,303,7/17/2019 19:10,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,209,7/17/2019 20:44,1,1,1,1,2,1,1,2,2,5,4,4,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,5,4,4,4,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,
BUS 640 Su_19,G,Intermediate,O,550,7/17/2019 20:57,3,1,3,2,3,4,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,4,2,4,1,3,1,2,2,2,2,2,2,2,1,3,2,2,3,3,2,5,5,5,5,5,4,3,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,728,7/17/2019 21:45,2,2,1,1,1,1,1,2,1,2,1,2,1,3,3,2,1,1,2,2,2,2,1,2,2,1,1,2,4,5,5,3,5,3,2,1,2,3,3,2,2,2,3,3,3,6,2,3,3,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,445,7/18/2019 1:13,2,2,2,1,2,3,2,1,1,3,3,2,1,2,3,3,1,2,2,1,1,1,2,1,2,1,1,1,3,4,4,5,5,4,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,1,2,2,,
BUS 640 Su_19,G,Intermediate,O,243,7/18/2019 5:47,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,538,7/18/2019 6:40,2,2,3,4,3,5,3,5,4,7,7,7,4,7,7,7,4,7,3,3,3,4,4,4,4,4,4,5,6,6,6,6,6,6,3,6,4,5,5,6,5,4,4,4,6,2,5,5,7,4,4,4,,
BUS 640 Su_19,G,Intermediate,O,78,7/18/2019 6:47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,
BUS 640 Su_19,G,Intermediate,O,994,7/18/2019 7:28,2,2,2,2,3,3,4,5,2,4,4,5,2,4,4,4,3,4,2,2,4,3,2,3,1,1,1,2,6,6,6,6,6,6,1,2,2,1,1,1,1,1,5,5,5,6,3,3,2,2,2,2,,
BUS 640 Su_19,G,Intermediate,O,181,7/18/2019 7:35,3,2,2,1,3,1,1,2,2,7,7,6,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,2,3,1,1,4,1,1,2,1,4,1,5,1,5,2,2,2,1,1,2,,
BUS 640 Su_19,G,Intermediate,O,218,7/18/2019 8:06,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,,
BUS 640 Su_19,G,Intermediate,O,332,7/18/2019 8:27,2,3,2,4,1,1,3,4,2,1,1,1,4,6,3,3,3,2,2,1,2,2,2,3,4,4,4,4,3,4,3,2,3,1,2,3,4,3,3,2,3,4,2,3,2,1,2,3,2,3,2,2,,
BUS 640 Su_19,G,Intermediate,O,78,7/18/2019 11:55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,2332,7/18/2019 12:12,1,1,1,1,1,1,1,1,1,3,3,3,2,5,5,3,1,1,2,3,3,2,1,1,3,1,1,1,5,5,5,5,5,3,1,2,2,3,3,5,2,2,2,2,2,2,2,2,2,1,3,1,,
BUS 640 Su_19,G,Intermediate,O,690,7/18/2019 13:17,3,2,1,1,1,2,2,2,2,4,4,4,1,4,1,4,3,3,1,1,2,1,2,2,1,2,2,2,3,3,4,3,4,2,2,1,4,3,1,2,2,3,4,3,3,2,2,2,3,2,2,2,,
BUS 640 Su_19,G,Intermediate,O,1261,7/18/2019 13:27,1,1,2,1,2,1,1,2,1,4,4,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,243,7/18/2019 15:33,1,1,1,1,1,1,1,2,1,2,3,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,405,7/18/2019 20:05,1,1,1,1,1,1,1,1,1,2,3,3,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,5,5,1,2,1,1,1,1,1,1,1,1,1,6,2,2,2,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,235,7/18/2019 21:50,2,2,2,2,2,3,2,3,3,6,3,4,4,3,3,3,4,4,2,2,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,,
BUS 640 Su_19,G,Intermediate,O,723,7/19/2019 5:03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,5,3,1,1,1,1,1,,
BUS 640 Su_19,G,Intermediate,O,210,7/19/2019 12:34,2,1,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,2,3,2,3,3,3,4,2,2,2,3,2,2,,
BUS_640_01_F19,G,Intermediate,O,475,12/5/2019 18:42,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,7,1,1,1,1,1,1,1,0
BUS_640_01_F19,G,Intermediate,O,1105,12/5/2019 21:03,2,2,2,1,6,6,6,2,2,6,6,6,2,6,2,4,4,4,4,4,2,2,2,2,3,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,
BUS_640_01_F19,G,Intermediate,O,464,12/7/2019 10:07,1,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,4,4,2,2,2,2,0,1
BUS_640_01_F19,G,Intermediate,O,758,12/8/2019 14:20,2,2,1,2,1,3,1,1,2,4,2,2,1,1,3,4,2,1,2,2,2,1,2,4,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,4,1,1,1,2,1,1
BUS_640_01_F19,G,Intermediate,O,418,12/8/2019 15:02,6,6,6,6,6,6,6,4,4,7,7,7,3,3,6,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,5,4,4,4,4,4,0,
BUS_640_01_F19,G,Intermediate,O,368,12/8/2019 15:18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,6,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,0
BUS_640_01_F19,G,Intermediate,O,574,12/8/2019 16:01,2,2,2,1,2,2,2,3,3,4,4,4,3,3,4,4,2,3,2,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,3,3,2,5,6,2,2,1,1,2,1,1
BUS_640_01_F19,G,Intermediate,O,2482,12/8/2019 19:30,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,2,1,1,1,1,1,1,2,1,3,2,3,7,2,1,1,1,1,1,1,1
BUS_640_01_F19,G,Intermediate,O,1333,12/8/2019 19:54,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,0,1
BUS_640_01_F19,G,Intermediate,O,2661,12/9/2019 9:47,4,4,3,4,1,4,1,1,1,3,3,3,1,3,3,3,3,3,2,2,2,2,3,2,1,1,1,2,4,4,4,4,4,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,1
BUS_640_01_F19,G,Intermediate,O,1355,12/9/2019 10:52,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,7,3,3,3,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,0,0
BUS_640_01_F19,G,Intermediate,O,326,12/10/2019 10:38,2,2,2,2,2,2,2,4,4,6,6,6,2,6,6,6,4,4,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,4,0,0
BUS_640_01_F19,G,Intermediate,O,537,12/10/2019 17:02,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,3,2,2,2,3,4,4,4,4,3,4,2,3,2,3,2,2,2,2,2,4,2,2,2,2,4,2,2,2,0,
BUS_640_01_F19,G,Intermediate,O,783,12/10/2019 19:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,7,2,2,1,1,1,1,1,1
BUS_640_01_F19,G,Intermediate,O,942,12/10/2019 22:21,2,2,2,4,2,4,2,3,2,5,5,5,2,4,4,4,3,4,2,3,3,3,3,3,2,2,2,2,2,3,3,3,4,5,2,1,2,3,2,2,2,2,3,3,3,2,2,2,3,2,2,3,0,1
BUS_640_01_F19,G,Intermediate,O,521,12/12/2019 1:00,4,5,5,2,4,4,4,3,2,4,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
BUS_640_01_F19,G,Intermediate,O,323,12/12/2019 19:34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
BUS_640_01_F19,G,Intermediate,O,364,12/12/2019 19:44,4,3,4,1,1,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,2,1,3,2,2,2,3,3,3,2,2,3,2,3,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,0
